"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"8315",0.611,0,0.001,0.1,0.288
"8316",0.783,0,0.001,0.134,0.082
"8317",0.386,0,0.028,0.405,0.181
"8318",0.695,0,0.003,0.26,0.042
"8319",0.371,0,0.006,0.517,0.106
"8320",0.174,0,0.025,0.006,0.795
"8321",0.299,0.001,0.05,0.616,0.034
"8322",0.967,0,0,0.006,0.027
"8323",0.47,0,0.009,0.442,0.079
"8324",0,0.003,0.011,0,0.986
"8325",0.267,0.007,0.053,0.065,0.608
"8326",0.01,0.019,0.004,0.044,0.923
"8327",0.757,0.006,0,0.029,0.208
"8328",0.269,0,0.018,0.097,0.616
"8329",0.015,0,0.281,0.043,0.661
"8330",0.982,0.001,0,0.009,0.008
"8331",0.376,0,0.049,0.265,0.31
"8332",0.499,0,0.003,0.085,0.413
"8333",0.585,0,0.004,0.26,0.151
"8334",0.406,0.001,0.04,0.431,0.122
"8335",0.051,0.03,0.083,0.176,0.66
"8336",0.774,0,0.001,0.001,0.224
"8337",0.915,0,0.003,0.008,0.074
"8338",0.089,0.001,0.137,0.398,0.375
"8339",0.779,0,0.002,0.192,0.027
"8340",0.773,0.001,0.015,0.081,0.13
"8341",0.052,0.006,0.602,0.089,0.251
"8342",0.001,0,0.002,0,0.997
"8343",0.001,0.002,0.026,0.001,0.97
"8344",0.009,0,0,0,0.991
"8345",0.002,0.002,0.032,0.003,0.961
"8346",0.057,0.001,0.048,0.384,0.51
"8347",0.722,0,0,0.001,0.277
"8348",0,0.006,0.094,0.006,0.894
"8349",0.991,0,0,0,0.009
"8350",0.009,0.002,0.089,0.703,0.197
"8351",0.618,0.012,0.002,0.321,0.047
"8352",0.885,0,0,0.111,0.004
"8353",0.54,0.001,0.021,0.371,0.067
"8354",0.092,0.006,0.037,0.692,0.173
"8355",0.433,0,0.021,0.456,0.09
"8356",0.483,0,0.014,0.285,0.218
"8357",0.648,0,0.041,0.264,0.047
"8358",0.8,0,0.002,0.063,0.135
"8359",0.786,0,0.004,0.151,0.059
"8360",0.475,0,0.114,0.307,0.104
"8361",0.961,0.012,0,0.017,0.01
"8362",0.795,0,0,0.053,0.152
"8363",0.001,0.006,0.022,0.005,0.966
"8364",0,0.003,0.011,0,0.986
"8365",0.48,0,0.006,0.051,0.463
"8366",0.004,0.015,0.048,0,0.933
"8367",0.233,0,0.002,0.228,0.537
"8368",0.696,0,0.001,0.269,0.034
"8369",0.031,0.005,0.04,0.316,0.608
"8370",0.923,0,0.002,0.069,0.006
"8371",0.867,0,0.038,0.053,0.042
"8372",0.977,0,0,0.01,0.013
"8373",0.001,0.098,0.156,0,0.745
"8374",0.525,0,0.038,0.375,0.062
"8375",0,0,0.005,0.001,0.994
"8376",0.958,0,0.002,0.034,0.006
"8377",0.215,0,0.025,0.552,0.208
"8378",0.703,0.001,0.002,0.007,0.287
"8379",0,0.001,0.019,0,0.98
"8380",0.56,0,0.003,0.336,0.101
"8381",0.021,0.021,0.183,0.005,0.77
"8382",0.507,0,0.003,0.361,0.129
"8383",0.418,0,0.097,0.196,0.289
"8384",0.037,0.008,0.187,0.001,0.767
"8385",0.008,0.002,0.014,0.001,0.975
"8386",1,0,0,0,0
"8387",0.623,0.002,0.001,0.085,0.289
"8388",0.388,0,0.023,0.426,0.163
"8389",0.002,0.039,0.131,0.019,0.809
"8390",0.826,0,0.002,0.064,0.108
"8391",0.832,0.001,0.001,0.07,0.096
"8392",0.003,0.008,0.009,0.001,0.979
"8393",0.953,0,0.011,0.012,0.024
"8394",0.993,0,0,0,0.007
"8395",0.728,0.005,0.095,0.129,0.043
"8396",0.891,0,0.001,0.002,0.106
"8397",0.663,0,0.001,0.175,0.161
"8398",0.077,0,0.038,0.69,0.195
"8399",0.716,0,0.002,0.255,0.027
"8400",0.071,0.014,0.104,0.029,0.782
"8401",0.959,0,0,0.019,0.022
"8402",0.668,0,0.01,0.215,0.107
"8403",0.451,0.001,0.036,0.1,0.412
"8404",0.22,0.001,0.067,0.588,0.124
"8405",0,0.001,0.026,0.003,0.97
"8406",0.709,0,0.02,0.183,0.088
"8407",0.403,0,0.035,0.18,0.382
"8408",0.399,0.001,0.009,0.042,0.549
"8409",0.043,0.001,0.141,0.197,0.618
"8410",0.01,0.009,0.162,0.215,0.604
"8411",0.677,0,0.002,0.257,0.064
"8412",0.171,0.006,0.009,0.002,0.812
"8413",0.444,0,0.027,0.29,0.239
"8414",0.129,0.046,0.09,0.144,0.591
"8415",0.299,0.001,0.03,0.573,0.097
"8416",0,0,0,0,1
"8417",0.795,0.008,0.03,0.023,0.144
"8418",0.031,0.003,0.27,0.351,0.345
"8419",0.672,0,0.007,0.189,0.132
"8420",0.24,0.001,0.018,0.12,0.621
"8421",0.476,0,0.016,0.324,0.184
"8422",0.506,0.001,0.01,0.001,0.482
"8423",0.418,0,0.049,0.425,0.108
"8424",0.383,0.001,0.023,0.452,0.141
"8425",0.877,0,0.009,0.084,0.03
"8426",0.684,0.001,0.005,0.264,0.046
"8427",0.771,0,0,0.222,0.007
"8428",0.63,0,0.077,0.22,0.073
"8429",0.207,0,0.004,0.701,0.088
"8430",0.238,0,0.002,0.467,0.293
"8431",0.479,0.023,0.017,0.017,0.464
"8432",0.768,0,0.004,0.014,0.214
"8433",0.295,0.001,0.014,0.511,0.179
"8434",0.546,0.002,0.167,0.235,0.05
"8435",0.058,0.037,0.122,0.561,0.222
"8436",0.513,0,0.001,0.045,0.441
"8437",0.995,0,0,0.004,0.001
"8438",0.491,0,0.027,0.29,0.192
"8439",0.592,0.002,0.043,0.004,0.359
"8440",0.459,0.02,0.104,0.021,0.396
"8441",0.459,0.001,0.057,0.255,0.228
"8442",0.912,0,0.001,0.006,0.081
"8443",0.401,0,0.024,0.303,0.272
"8444",0.001,0.048,0.057,0.013,0.881
"8445",0.388,0.005,0.006,0.366,0.235
"8446",0.007,0.035,0.578,0.101,0.279
"8447",0.881,0,0.009,0.024,0.086
"8448",0.007,0.004,0.022,0,0.967
"8449",0.949,0,0.005,0.02,0.026
"8450",0.459,0,0.005,0.158,0.378
"8451",0.137,0,0.001,0.067,0.795
"8452",0.486,0,0.002,0.066,0.446
"8453",0.912,0.025,0.004,0.009,0.05
"8454",0.935,0,0.001,0.02,0.044
"8455",0.983,0,0,0.012,0.005
"8456",0.672,0,0.011,0.196,0.121
"8457",0.769,0,0.001,0.209,0.021
"8458",0.446,0,0.006,0.295,0.253
"8459",0.462,0,0.004,0.474,0.06
"8460",0.006,0.004,0.043,0.016,0.931
"8461",0.742,0.005,0,0.224,0.029
"8462",0.188,0.008,0.01,0.311,0.483
"8463",0.237,0,0.127,0.418,0.218
"8464",0.499,0.012,0.095,0.193,0.201
"8465",0,0.005,0.024,0.003,0.968
"8466",0.022,0.005,0.498,0.049,0.426
"8467",0.004,0.088,0.252,0.001,0.655
"8468",0.513,0,0.01,0.221,0.256
"8469",0.01,0.093,0.126,0.011,0.76
"8470",0.206,0.002,0.075,0.022,0.695
"8471",0,0.013,0.011,0,0.976
"8472",0.287,0.02,0.046,0.547,0.1
"8473",0,0,0.04,0.016,0.944
"8474",0.996,0,0,0.003,0.001
"8475",0.054,0.003,0.042,0.234,0.667
"8476",0.73,0,0.024,0.07,0.176
"8477",0.674,0.008,0,0.006,0.312
"8478",0.286,0,0.003,0.62,0.091
"8479",0,0.009,0.006,0,0.985
"8480",0,0.001,0,0,0.999
"8481",0.529,0,0.001,0.311,0.159
"8482",0.389,0,0.013,0.527,0.071
"8483",0.545,0,0.049,0.258,0.148
"8484",0.215,0,0.007,0.127,0.651
"8485",0.969,0,0.023,0.001,0.007
"8486",0.056,0.011,0.142,0.007,0.784
"8487",0.195,0,0.003,0.593,0.209
"8488",0,0.003,0.008,0,0.989
"8489",0.616,0,0.018,0.221,0.145
"8490",0,0,0.001,0,0.999
"8491",0.666,0.003,0.003,0.175,0.153
"8492",0.743,0,0.005,0.213,0.039
"8493",0.348,0,0.017,0.621,0.014
"8494",0.714,0,0.002,0.038,0.246
"8495",0.102,0,0.116,0.333,0.449
"8496",0.947,0,0,0.038,0.015
"8497",0.525,0.002,0.016,0.117,0.34
"8498",0.032,0,0.085,0.438,0.445
"8499",0.723,0,0.005,0.22,0.052
"8500",0.606,0,0.013,0.099,0.282
"8501",0.49,0,0.004,0.146,0.36
"8502",0.405,0,0.066,0.478,0.051
"8503",0.783,0,0.002,0.208,0.007
"8504",0.504,0.008,0.041,0.012,0.435
"8505",0.267,0,0.027,0.561,0.145
"8506",0.808,0,0.03,0.108,0.054
"8507",0,0.004,0.128,0.545,0.323
"8508",0.839,0,0.004,0.029,0.128
"8509",0.117,0,0.165,0.403,0.315
"8510",0.851,0.023,0.025,0.001,0.1
"8511",0.428,0.002,0.025,0.449,0.096
"8512",0.002,0.015,0.294,0.005,0.684
"8513",0.546,0.003,0.003,0.138,0.31
"8514",0.497,0,0.005,0.445,0.053
"8515",0,0.001,0,0,0.999
"8516",0.424,0.021,0.065,0.025,0.465
"8517",0,0,0.003,0.001,0.996
"8518",0.355,0,0.021,0.125,0.499
"8519",0.61,0,0.014,0.142,0.234
"8520",0.95,0,0.001,0.031,0.018
"8521",0.731,0,0.019,0.11,0.14
"8522",0.776,0,0.002,0.09,0.132
"8523",0.006,0.157,0.507,0,0.33
"8524",0.43,0.001,0.05,0.071,0.448
"8525",0.991,0,0,0,0.009
"8526",0.63,0,0.004,0.201,0.165
"8527",0.978,0,0.005,0.002,0.015
"8528",0,0.004,0.002,0,0.994
"8529",0.5,0,0.019,0.077,0.404
"8530",0.37,0.033,0.035,0.014,0.548
"8531",0.095,0.015,0.098,0.02,0.772
"8532",0.817,0,0,0,0.183
"8533",0.384,0,0.004,0.584,0.028
"8534",0.342,0,0.026,0.259,0.373
"8535",0.914,0,0,0.071,0.015
"8536",0.529,0.036,0.131,0.038,0.266
"8537",0.324,0.001,0.002,0.057,0.616
"8538",0.004,0.003,0.027,0,0.966
"8539",0.793,0,0.007,0.124,0.076
"8540",0.756,0,0.047,0.067,0.13
"8541",0,0.052,0.141,0,0.807
"8542",0.687,0,0.001,0.149,0.163
"8543",0.491,0.002,0.029,0.403,0.075
"8544",0.445,0,0.041,0.37,0.144
"8545",0.032,0.014,0.179,0.01,0.765
"8546",0.95,0.003,0.001,0,0.046
"8547",0.343,0,0.025,0.584,0.048
"8548",0.811,0,0.005,0.166,0.018
"8549",0,0.065,0.013,0.2,0.722
"8550",0.915,0.001,0.017,0.001,0.066
"8551",0.465,0,0.036,0.242,0.257
"8552",0.001,0.023,0.067,0.001,0.908
"8553",0.458,0,0.001,0.115,0.426
"8554",0.014,0,0.032,0.777,0.177
"8555",0.563,0,0.035,0.156,0.246
"8556",0.909,0.001,0.001,0,0.089
"8557",0.671,0,0.01,0.292,0.027
"8558",0.863,0,0.004,0.059,0.074
"8559",0.862,0,0,0,0.138
"8560",0.45,0.001,0.015,0.283,0.251
"8561",0.024,0,0.277,0.458,0.241
"8562",0.002,0.011,0.04,0.006,0.941
"8563",1,0,0,0,0
"8564",0.433,0,0.002,0.473,0.092
"8565",0.88,0,0,0.008,0.112
"8566",0.988,0,0,0.007,0.005
"8567",0.1,0.01,0.029,0.765,0.096
"8568",0.687,0,0,0.01,0.303
"8569",0.29,0.002,0.21,0.358,0.14
"8570",0.649,0,0.012,0.308,0.031
"8571",0.024,0.001,0,0.003,0.972
"8572",0.482,0.001,0.021,0.401,0.095
"8573",0.877,0,0.005,0.04,0.078
"8574",0.955,0,0,0.043,0.002
"8575",0.046,0.002,0.073,0.178,0.701
"8576",0.317,0,0.021,0.038,0.624
"8577",0.312,0.003,0.033,0.486,0.166
"8578",0.539,0.007,0.064,0.282,0.108
"8579",0.01,0.003,0.334,0.065,0.588
"8580",0.294,0,0.021,0.645,0.04
"8581",0.002,0.002,0.013,0,0.983
"8582",0.255,0.008,0.067,0.476,0.194
"8583",0.354,0,0.038,0.415,0.193
"8584",0.307,0.003,0.008,0.483,0.199
"8585",0.019,0.002,0.268,0.287,0.424
"8586",0.529,0,0.026,0.08,0.365
"8587",0.838,0,0.006,0.017,0.139
"8588",0.108,0.004,0.079,0.376,0.433
"8589",0.258,0,0.074,0.482,0.186
"8590",0.937,0,0.005,0.009,0.049
"8591",0.483,0.001,0.005,0.29,0.221
"8592",0.078,0.002,0.211,0.398,0.311
"8593",0.502,0,0.08,0.268,0.15
"8594",0.027,0.006,0.643,0.017,0.307
"8595",0.562,0,0.014,0.268,0.156
"8596",1,0,0,0,0
"8597",0.601,0,0.001,0.062,0.336
"8598",0.496,0,0.008,0.129,0.367
"8599",0.014,0.022,0.227,0.005,0.732
"8600",0.531,0.004,0.007,0.393,0.065
"8601",0.866,0,0,0.023,0.111
"8602",0.278,0,0.077,0.529,0.116
"8603",0.989,0,0,0.002,0.009
"8604",0.821,0.001,0.005,0.023,0.15
"8605",0.35,0,0.011,0.556,0.083
"8606",0,0,0.008,0,0.992
"8607",0.815,0,0.001,0.003,0.181
"8608",0.696,0,0.007,0.248,0.049
"8609",0.012,0.005,0.032,0.004,0.947
"8610",0.306,0.001,0.059,0.424,0.21
"8611",0.068,0.002,0.097,0.382,0.451
"8612",0.305,0.001,0.002,0.001,0.691
"8613",0.802,0,0,0.151,0.047
"8614",0.002,0.008,0.05,0,0.94
"8615",0.905,0,0,0.058,0.037
"8616",0,0,0.001,0,0.999
"8617",0.003,0.003,0.54,0.042,0.412
"8618",0.184,0.001,0.248,0.559,0.008
"8619",0.371,0.001,0.015,0.51,0.103
"8620",0,0.006,0.007,0,0.987
"8621",0.218,0,0.046,0.582,0.154
"8622",0.023,0.033,0,0,0.944
"8623",0.067,0,0.076,0.44,0.417
"8624",0.561,0,0.013,0.365,0.061
"8625",0.59,0,0.044,0.225,0.141
"8626",0.918,0,0.001,0.039,0.042
"8627",0.024,0.01,0.04,0.236,0.69
"8628",0.334,0.001,0.137,0.428,0.1
"8629",0,0,0.022,0,0.978
"8630",0.099,0.002,0.052,0.169,0.678
"8631",0.416,0.001,0.032,0.302,0.249
"8632",0.269,0.003,0.055,0.149,0.524
"8633",0.171,0,0.099,0.623,0.107
"8634",0.016,0.042,0.481,0.063,0.398
"8635",0.008,0.03,0.694,0.044,0.224
"8636",0.866,0,0.002,0.058,0.074
"8637",0.92,0.039,0.001,0.001,0.039
"8638",0.013,0,0.007,0.004,0.976
"8639",0.001,0.01,0.077,0,0.912
"8640",0.574,0,0.033,0.203,0.19
"8641",0.485,0,0.001,0.274,0.24
"8642",0.615,0,0.003,0.317,0.065
"8643",0.521,0.001,0.008,0.427,0.043
"8644",0.478,0,0.037,0.327,0.158
"8645",0.91,0,0,0.028,0.062
"8646",0.849,0,0.003,0.025,0.123
"8647",0.263,0.003,0.025,0.001,0.708
"8648",0.831,0,0.001,0.155,0.013
"8649",0.037,0.06,0.171,0.291,0.441
"8650",0,0,0.005,0,0.995
"8651",0.295,0,0.012,0.662,0.031
"8652",0,0,0.104,0,0.896
"8653",0.036,0.001,0.004,0.091,0.868
"8654",0.626,0,0.004,0.072,0.298
"8655",0.063,0.001,0.074,0.28,0.582
"8656",0.15,0,0.001,0.398,0.451
"8657",0.727,0,0.002,0.225,0.046
"8658",0.945,0,0,0.001,0.054
"8659",0.853,0.001,0.004,0.043,0.099
"8660",0.323,0.003,0.047,0.49,0.137
"8661",0.291,0,0.007,0.081,0.621
"8662",0,0.001,0.02,0,0.979
"8663",1,0,0,0,0
"8664",0.477,0,0.004,0.31,0.209
"8665",0.036,0.012,0.421,0.006,0.525
"8666",0.004,0.036,0.082,0.007,0.871
"8667",0.907,0,0.006,0.027,0.06
"8668",0.222,0.003,0.517,0.183,0.075
"8669",0.445,0,0.025,0.505,0.025
"8670",0.853,0,0.006,0.026,0.115
"8671",0.996,0,0,0.003,0.001
"8672",0.441,0,0.009,0.108,0.442
"8673",0.789,0,0.005,0.19,0.016
"8674",0.919,0,0.004,0.009,0.068
"8675",0.486,0.007,0.083,0.114,0.31
"8676",0.754,0,0.001,0.008,0.237
"8677",0.005,0,0.156,0.067,0.772
"8678",0.984,0,0,0.014,0.002
"8679",0.53,0,0.016,0.231,0.223
"8680",0.94,0,0,0.017,0.043
"8681",0.287,0,0.022,0.095,0.596
"8682",0.007,0,0.017,0.049,0.927
"8683",0.014,0,0.089,0.456,0.441
"8684",0.911,0,0.002,0.081,0.006
"8685",0.982,0.001,0,0.013,0.004
"8686",0,0.001,0.004,0,0.995
"8687",0.011,0.22,0.114,0.047,0.608
"8688",0.992,0,0,0.001,0.007
"8689",0.346,0,0.097,0.288,0.269
"8690",0,0,0.002,0,0.998
"8691",0,0.012,0.004,0.003,0.981
"8692",0.042,0.003,0.021,0.024,0.91
"8693",0.024,0.002,0.099,0.224,0.651
"8694",0.53,0,0.094,0.26,0.116
"8695",0.008,0.02,0.046,0.006,0.92
"8696",0.776,0,0.001,0.13,0.093
"8697",0.074,0.011,0.105,0.051,0.759
"8698",0.491,0.004,0.031,0.223,0.251
"8699",1,0,0,0,0
"8700",0.109,0.023,0.072,0.7,0.096
"8701",0.462,0.002,0.05,0.373,0.113
"8702",0.502,0.001,0.003,0.006,0.488
"8703",0.519,0,0.126,0.031,0.324
"8704",0.892,0,0.003,0.014,0.091
"8705",0.629,0,0.048,0.125,0.198
"8706",0,0,0,0,1
"8707",0.303,0.001,0.014,0.108,0.574
"8708",0.002,0.024,0.014,0.041,0.919
"8709",0.97,0,0,0.017,0.013
"8710",0.02,0.003,0.279,0.021,0.677
"8711",0.812,0,0.001,0.02,0.167
"8712",0.97,0,0,0.004,0.026
"8713",0.368,0,0.011,0.196,0.425
"8714",0.548,0.001,0.007,0.332,0.112
"8715",0.211,0.001,0.056,0.582,0.15
"8716",0.884,0.001,0.014,0.034,0.067
"8717",0.25,0,0.018,0.533,0.199
"8718",0.661,0,0.018,0.213,0.108
"8719",0.202,0.146,0.047,0,0.605
"8720",0,0,0.038,0.022,0.94
"8721",0,0.008,0.001,0,0.991
"8722",0.223,0.001,0.047,0.37,0.359
"8723",0.28,0,0.021,0.505,0.194
"8724",0.953,0,0.006,0.001,0.04
"8725",0.466,0.001,0.032,0.37,0.131
"8726",0.007,0.026,0.427,0.015,0.525
"8727",0.572,0,0.016,0.391,0.021
"8728",0.845,0.003,0.002,0.007,0.143
"8729",0.005,0.001,0.008,0,0.986
"8730",0.463,0.004,0.014,0.438,0.081
"8731",0.255,0.002,0.024,0.084,0.635
"8732",0.006,0.007,0.012,0.512,0.463
"8733",0.53,0,0.011,0.166,0.293
"8734",0.285,0.004,0.006,0.305,0.4
"8735",0.515,0,0.138,0.296,0.051
"8736",0,0.001,0.079,0.027,0.893
"8737",0.013,0.005,0.184,0,0.798
"8738",0.982,0,0.002,0.002,0.014
"8739",0.047,0.005,0.031,0.064,0.853
"8740",0.038,0.018,0.129,0.099,0.716
"8741",0.706,0,0.009,0.24,0.045
"8742",0.545,0,0.004,0.138,0.313
"8743",0.28,0.001,0.028,0.412,0.279
"8744",0.249,0.008,0.057,0.04,0.646
"8745",0.623,0.006,0.011,0.103,0.257
"8746",0.001,0.77,0.039,0,0.19
"8747",0.503,0.007,0.009,0.077,0.404
"8748",0.429,0,0.068,0.323,0.18
"8749",0.974,0.019,0,0.002,0.005
"8750",0.311,0,0.024,0.466,0.199
"8751",0.613,0.001,0.004,0.294,0.088
"8752",0.493,0,0.005,0.141,0.361
"8753",0,0.002,0.006,0,0.992
"8754",0.001,0,0.005,0,0.994
"8755",0.612,0,0.029,0.26,0.099
"8756",0.985,0,0,0,0.015
"8757",0.079,0.005,0.097,0.653,0.166
"8758",0.001,0.039,0.016,0.011,0.933
"8759",0.537,0,0.005,0.398,0.06
"8760",0.983,0,0.003,0.001,0.013
"8761",0.643,0,0.002,0.28,0.075
"8762",0.707,0,0.007,0.019,0.267
"8763",0.03,0.001,0.028,0.645,0.296
"8764",0.022,0.112,0.166,0,0.7
"8765",0.343,0.001,0.024,0.163,0.469
"8766",0.998,0,0,0,0.002
"8767",0.397,0,0.032,0.472,0.099
"8768",0.012,0.015,0.029,0.012,0.932
"8769",0,0,0.001,0.001,0.998
"8770",0.761,0,0,0.103,0.136
"8771",0.657,0,0.004,0.31,0.029
"8772",0.36,0,0.01,0.578,0.052
"8773",0.517,0,0.004,0.332,0.147
"8774",0.923,0,0.002,0.022,0.053
"8775",0.374,0,0.001,0.562,0.063
"8776",0.85,0.001,0,0.124,0.025
"8777",0.518,0,0.01,0.457,0.015
"8778",0.852,0,0,0.023,0.125
"8779",0.037,0,0.347,0.341,0.275
"8780",0.913,0,0,0.034,0.053
"8781",0.604,0.003,0.051,0.117,0.225
"8782",0.906,0.001,0.007,0.02,0.066
"8783",0.876,0,0.017,0.094,0.013
"8784",0,0.008,0.004,0.001,0.987
"8785",0.633,0,0.011,0.204,0.152
"8786",0.027,0.001,0.13,0.807,0.035
"8787",0.078,0.004,0.084,0.552,0.282
"8788",0.374,0,0.006,0.463,0.157
"8789",0.523,0,0.011,0.412,0.054
"8790",0.151,0.012,0.087,0.044,0.706
"8791",0.017,0.25,0.004,0.001,0.728
"8792",0.342,0.003,0.334,0.105,0.216
"8793",0.737,0,0.005,0.206,0.052
"8794",0.004,0.001,0.01,0,0.985
"8795",0.432,0.003,0.037,0.443,0.085
"8796",0.029,0.042,0.307,0.021,0.601
"8797",0.642,0,0.027,0.164,0.167
"8798",0.019,0.001,0.1,0.437,0.443
"8799",0.037,0,0.008,0.001,0.954
"8800",0.925,0.001,0.001,0.005,0.068
"8801",0.596,0,0.002,0.166,0.236
"8802",0.676,0,0.026,0.076,0.222
"8803",0.624,0,0.026,0.2,0.15
"8804",0.064,0.002,0.045,0.011,0.878
"8805",0.653,0,0.002,0.312,0.033
"8806",0.669,0,0,0.257,0.074
"8807",0.754,0,0.022,0.201,0.023
"8808",0.258,0,0.086,0.481,0.175
"8809",0.86,0,0.013,0.053,0.074
"8810",0.888,0,0.002,0.072,0.038
"8811",0.006,0.006,0.223,0.024,0.741
"8812",0.906,0.089,0,0.002,0.003
"8813",0.309,0,0.04,0.433,0.218
"8814",0.387,0,0.022,0.38,0.211
"8815",0.021,0.002,0.067,0.343,0.567
"8816",0.851,0,0.001,0.103,0.045
"8817",0,0,0,0,1
"8818",0.911,0,0.003,0.007,0.079
"8819",0.401,0,0.018,0.196,0.385
"8820",0.788,0,0.009,0.166,0.037
"8821",0.004,0.012,0.063,0,0.921
"8822",0.969,0,0,0.001,0.03
"8823",0,0,0.03,0,0.97
"8824",0.167,0,0.051,0.669,0.113
"8825",0,0.002,0.001,0,0.997
"8826",0.384,0.017,0.224,0.111,0.264
"8827",0.179,0,0.013,0.714,0.094
"8828",0.469,0,0.066,0.403,0.062
"8829",0,0.001,0.058,0.003,0.938
"8830",0.565,0,0.033,0.193,0.209
"8831",0.494,0,0.215,0.15,0.141
"8832",0.616,0,0,0.1,0.284
"8833",0.002,0.013,0.086,0,0.899
"8834",0.027,0.005,0.003,0,0.965
"8835",0.743,0,0.022,0.173,0.062
"8836",0.366,0.005,0.092,0.044,0.493
"8837",0.439,0,0.028,0.487,0.046
"8838",0.704,0,0.014,0.237,0.045
"8839",0.542,0.001,0.144,0.187,0.126
"8840",0.646,0.001,0.019,0.08,0.254
"8841",0,0.001,0.002,0,0.997
"8842",0.011,0,0.443,0,0.546
"8843",0.025,0.014,0.108,0.025,0.828
"8844",0.011,0.011,0.052,0.168,0.758
"8845",0.992,0,0,0.005,0.003
"8846",0.015,0.008,0.138,0.001,0.838
"8847",0.617,0,0.005,0.113,0.265
"8848",0.439,0,0.068,0.301,0.192
"8849",0,0,0.001,0,0.999
"8850",0.004,0.026,0.214,0.011,0.745
"8851",0.048,0.048,0.2,0.061,0.643
"8852",0.508,0,0.003,0.347,0.142
"8853",0.004,0.024,0.485,0.004,0.483
"8854",0.168,0.001,0.004,0.023,0.804
"8855",0.683,0.001,0.032,0.142,0.142
"8856",0.02,0,0.1,0.42,0.46
"8857",0.067,0,0.021,0.032,0.88
"8858",0.981,0,0,0.007,0.012
"8859",0.129,0.059,0.079,0.625,0.108
"8860",0.378,0.002,0.026,0.391,0.203
"8861",0.051,0.013,0.112,0.001,0.823
"8862",0,0.001,0.003,0,0.996
"8863",0.033,0.006,0.031,0.292,0.638
"8864",0.017,0,0.054,0.557,0.372
"8865",0.55,0,0.038,0.28,0.132
"8866",0.141,0.002,0.045,0.675,0.137
"8867",0.002,0.01,0.338,0.007,0.643
"8868",0.614,0,0.054,0.238,0.094
"8869",0.782,0.011,0.001,0.064,0.142
"8870",0.875,0,0,0.093,0.032
"8871",0.317,0.016,0.001,0.08,0.586
"8872",0.69,0,0.005,0.214,0.091
"8873",0.651,0,0.004,0.16,0.185
"8874",0.679,0,0.002,0.069,0.25
"8875",0.33,0.003,0.033,0.086,0.548
"8876",0,0,0.006,0,0.994
"8877",0.986,0.002,0,0.002,0.01
"8878",0.456,0.003,0.001,0.193,0.347
"8879",0.794,0.005,0.006,0.132,0.063
"8880",0.266,0,0.125,0.059,0.55
"8881",0.39,0,0.017,0.542,0.051
"8882",0.735,0.002,0.002,0.013,0.248
"8883",0.771,0,0.081,0.083,0.065
"8884",0,0.003,0.008,0.002,0.987
"8885",0.933,0,0.02,0.017,0.03
"8886",0,0.001,0.004,0.003,0.992
"8887",0.802,0,0.001,0.029,0.168
"8888",0.021,0.017,0.019,0.147,0.796
"8889",0.736,0,0.009,0.221,0.034
"8890",0.039,0.023,0.09,0.442,0.406
"8891",0.506,0,0.014,0.223,0.257
"8892",0.02,0.005,0.005,0.003,0.967
"8893",0.181,0.009,0.067,0.585,0.158
"8894",0,0,0.051,0,0.949
"8895",0.992,0,0,0.002,0.006
"8896",0.126,0.013,0.004,0,0.857
"8897",0.134,0,0.136,0.487,0.243
"8898",0.56,0,0.039,0.313,0.088
"8899",0.542,0,0.009,0.096,0.353
"8900",0.979,0,0,0.001,0.02
"8901",0.359,0,0.013,0.186,0.442
"8902",0.825,0,0.001,0.079,0.095
"8903",0.013,0.05,0.314,0.001,0.622
"8904",0,0,0.001,0,0.999
"8905",0.942,0,0.001,0.051,0.006
"8906",0.573,0.001,0.027,0.322,0.077
"8907",0.574,0,0.058,0.257,0.111
"8908",0.423,0,0.023,0.264,0.29
"8909",0.956,0.001,0,0.02,0.023
"8910",0.46,0,0.002,0.085,0.453
"8911",0.9,0,0.001,0.001,0.098
"8912",0.757,0,0.018,0.12,0.105
"8913",0.061,0,0.064,0.338,0.537
"8914",0.461,0,0.003,0.392,0.144
"8915",0.617,0,0.001,0.363,0.019
"8916",0.21,0.002,0.04,0.124,0.624
"8917",0.001,0.03,0.416,0.031,0.522
"8918",0.846,0.007,0,0.135,0.012
"8919",0.017,0.001,0.048,0.206,0.728
"8920",0.454,0,0.107,0.219,0.22
"8921",0.379,0,0.021,0.036,0.564
"8922",0.295,0.004,0.031,0.257,0.413
"8923",0.902,0,0.009,0.076,0.013
"8924",0.611,0,0.013,0.032,0.344
"8925",0.97,0,0,0.029,0.001
"8926",0.235,0.001,0.027,0.067,0.67
"8927",0.482,0,0.066,0.233,0.219
"8928",0.78,0,0.001,0.028,0.191
"8929",0.642,0,0.009,0.22,0.129
"8930",0.888,0.005,0.01,0.031,0.066
"8931",0.513,0,0.001,0.471,0.015
"8932",0.926,0,0,0.001,0.073
"8933",0.018,0.027,0.196,0.384,0.375
"8934",0.448,0,0.01,0.336,0.206
"8935",0,0,0.003,0,0.997
"8936",0.364,0,0.042,0.525,0.069
"8937",0.976,0,0.001,0.008,0.015
"8938",0.505,0.007,0.212,0.175,0.101
"8939",0.288,0,0.024,0.53,0.158
"8940",0.493,0.001,0.012,0.131,0.363
"8941",0.775,0,0.005,0.04,0.18
"8942",0.519,0.003,0.015,0.417,0.046
