"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"8696",0.966,0,0,0.014,0.02
"8697",0.071,0,0.03,0.027,0.872
"8698",0.242,0.004,0.062,0.573,0.119
"8699",0.999,0,0,0,0.001
"8700",0.164,0,0.004,0.701,0.131
"8701",0.786,0,0.001,0.204,0.009
"8702",0.862,0,0.007,0,0.131
"8703",0.978,0,0.001,0.004,0.017
"8704",0.851,0,0.007,0.009,0.133
"8705",0.434,0,0.007,0.465,0.094
"8706",0,0,0,0,1
"8707",0.996,0,0,0,0.004
"8708",0.003,0.001,0.005,0.017,0.974
"8709",0.976,0,0,0.011,0.013
"8710",0.017,0.004,0.209,0.027,0.743
"8711",0.72,0,0.003,0.008,0.269
"8712",0.999,0,0,0,0.001
"8713",0.285,0,0.009,0.612,0.094
"8714",0.564,0.013,0.153,0.057,0.213
"8715",0.115,0,0.001,0.865,0.019
"8716",0.972,0,0,0,0.028
"8717",0.227,0,0.006,0.742,0.025
"8718",0.868,0,0.012,0.064,0.056
"8719",0.175,0.011,0.006,0,0.808
"8720",0,0,0,0,1
"8721",0.006,0,0.001,0,0.993
"8722",0.269,0.001,0.067,0.288,0.375
"8723",0.202,0,0,0.778,0.02
"8724",0.933,0,0,0,0.067
"8725",0.447,0.04,0.006,0.5,0.007
"8726",0,0,0,0,1
"8727",0.513,0,0,0.487,0
"8728",0.865,0,0,0,0.135
"8729",0.047,0.001,0.006,0.001,0.945
"8730",0.656,0.003,0.001,0.318,0.022
"8731",0.361,0,0.015,0.056,0.568
"8732",0.003,0,0.004,0.295,0.698
"8733",0.906,0,0,0.054,0.04
"8734",0.379,0,0,0.09,0.531
"8735",0.912,0,0.048,0.035,0.005
"8736",0.001,0,0,0,0.999
"8737",0,0,0,0,1
"8738",0.943,0,0,0,0.057
"8739",0.066,0,0.023,0.219,0.692
"8740",0.037,0,0.052,0.033,0.878
"8741",0.983,0,0,0.005,0.012
"8742",0.221,0,0,0.714,0.065
"8743",0.194,0,0.005,0.656,0.145
"8744",0.365,0.009,0.008,0.001,0.617
"8745",0.929,0,0.003,0.011,0.057
"8746",0,0.204,0.003,0,0.793
"8747",0.99,0,0,0,0.01
"8748",0.111,0,0.029,0.813,0.047
"8749",0.998,0,0,0,0.002
"8750",0.263,0,0.002,0.677,0.058
"8751",0.892,0,0.001,0.084,0.023
"8752",0.531,0,0.004,0.103,0.362
"8753",0,0.001,0.068,0.001,0.93
"8754",0.011,0,0,0,0.989
"8755",0.868,0,0.001,0.11,0.021
"8756",0.988,0,0,0,0.012
"8757",0.037,0,0.018,0.899,0.046
"8758",0.005,0.011,0.012,0.019,0.953
"8759",0.96,0,0,0.026,0.014
"8760",0.895,0,0,0,0.105
"8761",0.952,0,0,0.045,0.003
"8762",0.544,0,0.002,0.012,0.442
"8763",0.008,0,0.005,0.719,0.268
"8764",0.004,0,0,0,0.996
"8765",0.328,0,0,0.02,0.652
"8766",0.999,0,0,0,0.001
"8767",0.491,0,0,0.503,0.006
"8768",0.059,0.002,0.13,0.003,0.806
"8769",0.004,0,0,0,0.996
"8770",0.984,0,0,0.005,0.011
"8771",0.962,0,0,0.036,0.002
"8772",0.327,0.002,0.004,0.64,0.027
"8773",0.981,0,0,0.004,0.015
"8774",0.903,0,0,0.004,0.093
"8775",0.258,0,0,0.727,0.015
"8776",0.995,0,0,0.004,0.001
"8777",0.636,0,0.001,0.362,0.001
"8778",0.966,0,0,0.027,0.007
"8779",0.066,0,0.204,0.44,0.29
"8780",0.996,0,0,0.002,0.002
"8781",0.803,0,0.03,0.035,0.132
"8782",0.961,0,0.001,0.005,0.033
"8783",0.993,0,0,0.007,0
"8784",0,0,0.007,0,0.993
"8785",0.616,0,0.019,0.226,0.139
"8786",0.046,0.003,0.119,0.817,0.015
"8787",0.091,0.006,0.019,0.64,0.244
"8788",0.326,0,0.001,0.655,0.018
"8789",0.526,0,0.001,0.462,0.011
"8790",0.809,0,0.002,0.001,0.188
"8791",0.036,0,0,0,0.964
"8792",0.252,0.01,0.089,0.013,0.636
"8793",0.997,0,0,0.003,0
"8794",0.024,0.001,0.036,0,0.939
"8795",0.453,0,0.022,0.43,0.095
"8796",0.004,0.01,0.39,0.008,0.588
"8797",0.517,0,0.001,0.479,0.003
"8798",0.008,0,0.045,0.519,0.428
"8799",0.036,0,0,0,0.964
"8800",0.982,0,0,0,0.018
"8801",0.788,0,0.002,0.05,0.16
"8802",0.996,0,0,0.002,0.002
"8803",0.818,0,0,0.114,0.068
"8804",0.569,0.001,0.005,0.003,0.422
"8805",0.524,0,0.001,0.457,0.018
"8806",0.867,0,0,0.117,0.016
"8807",0.687,0,0.001,0.305,0.007
"8808",0.296,0,0.053,0.615,0.036
"8809",0.93,0,0,0.011,0.059
"8810",0.945,0,0,0.028,0.027
"8811",0.003,0,0.121,0.012,0.864
"8812",0.998,0,0,0,0.002
"8813",0.383,0,0.004,0.537,0.076
"8814",0.577,0,0.001,0.422,0
"8815",0.012,0.001,0.05,0.437,0.5
"8816",0.997,0,0,0.001,0.002
"8817",0,0,0,0,1
"8818",0.952,0,0,0,0.048
"8819",0.12,0,0.003,0.824,0.053
"8820",0.999,0,0,0,0.001
"8821",0,0,0,0,1
"8822",0.991,0,0,0,0.009
"8823",0.002,0,0,0,0.998
"8824",0.306,0,0.001,0.682,0.011
"8825",0.001,0,0,0,0.999
"8826",0.361,0.009,0.291,0.056,0.283
"8827",0.239,0,0.004,0.691,0.066
"8828",0.616,0,0.014,0.359,0.011
"8829",0,0,0,0,1
"8830",0.877,0,0,0.019,0.104
"8831",0.457,0,0.019,0.482,0.042
"8832",0.821,0,0,0.059,0.12
"8833",0,0,0,0,1
"8834",0.103,0,0,0,0.897
"8835",0.893,0,0.003,0.055,0.049
"8836",0.238,0,0,0.003,0.759
"8837",0.572,0,0,0.421,0.007
"8838",0.416,0,0.001,0.558,0.025
"8839",0.569,0.001,0.105,0.237,0.088
"8840",0.724,0,0.017,0.029,0.23
"8841",0,0,0,0,1
"8842",0.008,0,0.029,0,0.963
"8843",0.013,0.007,0.035,0.008,0.937
"8844",0.014,0.008,0.052,0.18,0.746
"8845",0.997,0,0,0.001,0.002
"8846",0.002,0.004,0.142,0,0.852
"8847",0.881,0,0.004,0.025,0.09
"8848",0.338,0,0.062,0.543,0.057
"8849",0.003,0,0,0,0.997
"8850",0,0,0.233,0.001,0.766
"8851",0.04,0.021,0.101,0.124,0.714
"8852",0.517,0,0,0.483,0
"8853",0.008,0.008,0.369,0.002,0.613
"8854",0.862,0,0.007,0,0.131
"8855",0.926,0,0.009,0.019,0.046
"8856",0.006,0,0.034,0.756,0.204
"8857",0.321,0.012,0.087,0.005,0.575
"8858",0.964,0,0.001,0.001,0.034
"8859",0.076,0.079,0.065,0.622,0.158
"8860",0.406,0,0.002,0.509,0.083
"8861",0.002,0,0,0,0.998
"8862",0.001,0,0,0,0.999
"8863",0.134,0,0.011,0.116,0.739
"8864",0.001,0,0.024,0.81,0.165
"8865",0.547,0,0.052,0.386,0.015
"8866",0.443,0,0.002,0.544,0.011
"8867",0.004,0.007,0.53,0.039,0.42
"8868",0.254,0,0,0.706,0.04
"8869",0.857,0,0,0.003,0.14
"8870",0.974,0,0,0.026,0
"8871",0.594,0.044,0.005,0.052,0.305
"8872",0.952,0,0,0.023,0.025
"8873",0.982,0,0,0.016,0.002
"8874",0.999,0,0,0,0.001
"8875",0.764,0,0.013,0.036,0.187
"8876",0,0,0,0,1
"8877",0.972,0,0,0,0.028
"8878",0.753,0,0,0.166,0.081
"8879",0.989,0,0,0.006,0.005
"8880",0.963,0,0.004,0,0.033
"8881",0.515,0,0,0.485,0
"8882",0.99,0,0,0,0.01
"8883",0.335,0,0.008,0.649,0.008
"8884",0,0,0.036,0.01,0.954
"8885",0.981,0,0.012,0.003,0.004
"8886",0.006,0,0,0,0.994
"8887",0.942,0,0,0.007,0.051
"8888",0.013,0.001,0.09,0.061,0.835
"8889",0.581,0,0.006,0.412,0.001
"8890",0.012,0,0.031,0.659,0.298
"8891",0.973,0,0,0.015,0.012
"8892",0.056,0,0.012,0.005,0.927
"8893",0.239,0.001,0.001,0.706,0.053
"8894",0,0,0.001,0,0.999
"8895",0.971,0,0,0,0.029
"8896",0.14,0,0,0,0.86
"8897",0.127,0,0.037,0.686,0.15
"8898",0.633,0,0,0.367,0
"8899",0.794,0,0.002,0.036,0.168
"8900",0.989,0,0,0,0.011
"8901",0.507,0,0.001,0.053,0.439
"8902",0.999,0,0,0,0.001
"8903",0,0,0,0,1
"8904",0,0,0.004,0,0.996
"8905",0.957,0,0.006,0.035,0.002
"8906",0.712,0,0.02,0.22,0.048
"8907",0.297,0,0.001,0.692,0.01
"8908",0.307,0,0,0.542,0.151
"8909",0.949,0,0,0.035,0.016
"8910",0.636,0,0.001,0.037,0.326
"8911",0.705,0,0,0.008,0.287
"8912",0.971,0,0,0.003,0.026
"8913",0.053,0,0.088,0.613,0.246
"8914",0.218,0,0,0.748,0.034
"8915",0.919,0,0,0.08,0.001
"8916",0.305,0,0.047,0.031,0.617
"8917",0,0.009,0.385,0.018,0.588
"8918",0.873,0,0,0.127,0
"8919",0.009,0,0.002,0.159,0.83
"8920",0.135,0,0.002,0.846,0.017
"8921",0.896,0,0,0,0.104
"8922",0.306,0,0.006,0.286,0.402
"8923",0.997,0,0,0.001,0.002
"8924",0.827,0,0,0.004,0.169
"8925",0.965,0,0,0.034,0.001
"8926",0.154,0,0.001,0.056,0.789
"8927",0.161,0,0,0.754,0.085
"8928",0.813,0,0,0.016,0.171
"8929",0.446,0,0,0.521,0.033
"8930",0.961,0,0.001,0,0.038
"8931",0.3,0,0.001,0.697,0.002
"8932",0.871,0,0.001,0.002,0.126
"8933",0.01,0,0.101,0.468,0.421
"8934",0.531,0,0.001,0.403,0.065
"8935",0,0,0,0,1
"8936",0.41,0,0.001,0.589,0
"8937",0.997,0,0,0,0.003
"8938",0.792,0,0.115,0.042,0.051
"8939",0.298,0,0.001,0.695,0.006
"8940",0.743,0,0.08,0.098,0.079
"8941",0.844,0,0.001,0.006,0.149
"8942",0.383,0,0.004,0.61,0.003
"8943",0.001,0.002,0.348,0.009,0.64
"8944",0.045,0,0.01,0.195,0.75
"8945",0.762,0,0.021,0.096,0.121
"8946",0.905,0,0,0,0.095
"8947",0.916,0,0.005,0.005,0.074
"8948",0.99,0,0,0.008,0.002
"8949",0.999,0,0,0,0.001
"8950",0.068,0.007,0.044,0.019,0.862
"8951",0.873,0,0,0.127,0
"8952",0.994,0,0,0,0.006
"8953",0.596,0.001,0.016,0.305,0.082
"8954",0.001,0.015,0.09,0,0.894
"8955",0.004,0,0.039,0.014,0.943
"8956",0.239,0,0,0.606,0.155
"8957",0.251,0,0,0.654,0.095
"8958",0.999,0,0,0,0.001
"8959",0.982,0,0,0,0.018
"8960",0.631,0,0,0.011,0.358
"8961",0.892,0,0,0.094,0.014
"8962",0,0,0.001,0,0.999
"8963",0.207,0,0,0.707,0.086
"8964",0.995,0,0,0,0.005
"8965",0.991,0,0,0,0.009
"8966",0.951,0,0,0.049,0
"8967",0.917,0,0.001,0.009,0.073
"8968",0.162,0,0.03,0.361,0.447
"8969",0.993,0,0,0,0.007
"8970",0.235,0,0,0.666,0.099
"8971",0.878,0,0.001,0.021,0.1
"8972",0,0,0,0,1
"8973",0.908,0,0,0.075,0.017
"8974",0.448,0,0,0.543,0.009
"8975",0.981,0,0,0.019,0
"8976",0.997,0,0,0,0.003
"8977",0.041,0,0.322,0.514,0.123
"8978",0.999,0,0,0,0.001
"8979",0.848,0,0.009,0.079,0.064
"8980",0.996,0,0,0,0.004
"8981",0.999,0,0,0,0.001
"8982",0.003,0,0,0,0.997
"8983",0.814,0,0.004,0.042,0.14
"8984",0.546,0,0,0.452,0.002
"8985",0.229,0,0,0.117,0.654
"8986",0.001,0,0,0,0.999
"8987",0.844,0,0,0.033,0.123
"8988",0.97,0,0,0.029,0.001
"8989",0.336,0,0,0.629,0.035
"8990",0.04,0,0.044,0.148,0.768
"8991",0.876,0,0.006,0.04,0.078
"8992",0.411,0.012,0.06,0.18,0.337
"8993",0.001,0.002,0.138,0.001,0.858
"8994",0.028,0.014,0.044,0.008,0.906
"8995",0.315,0,0.002,0.668,0.015
"8996",0,0,0,0,1
"8997",0.028,0.054,0.012,0.007,0.899
"8998",0.012,0.001,0.477,0.005,0.505
"8999",0.11,0,0.005,0.771,0.114
"9000",0.026,0.001,0.028,0.026,0.919
"9001",0.875,0,0,0.001,0.124
"9002",0.924,0,0.006,0.046,0.024
"9003",0.926,0,0,0.067,0.007
"9004",0.999,0,0,0,0.001
"9005",0.78,0,0.003,0.033,0.184
"9006",0.879,0,0.001,0.099,0.021
"9007",0,0,0.002,0,0.998
"9008",0.136,0,0,0.733,0.131
"9009",0.073,0.001,0.111,0.725,0.09
"9010",0.007,0,0.001,0.003,0.989
"9011",0.988,0,0,0.008,0.004
"9012",0.975,0,0,0.009,0.016
"9013",0.005,0,0.006,0,0.989
"9014",0.001,0,0.38,0.483,0.136
"9015",0.999,0,0,0,0.001
"9016",0.999,0,0,0,0.001
"9017",0.976,0,0,0,0.024
"9018",0.037,0.008,0.002,0.029,0.924
"9019",0.001,0,0,0,0.999
"9020",0.296,0,0,0.013,0.691
"9021",0.748,0,0.006,0.187,0.059
"9022",0.21,0,0,0.029,0.761
"9023",0.086,0,0.002,0.91,0.002
"9024",0.946,0,0,0.013,0.041
"9025",0.875,0.002,0.004,0.02,0.099
"9026",0.93,0,0,0.001,0.069
"9027",0.004,0,0.002,0,0.994
"9028",0.988,0,0,0,0.012
"9029",0.027,0,0.039,0.263,0.671
"9030",0.301,0.011,0.01,0.002,0.676
"9031",0.623,0,0.006,0.073,0.298
"9032",0.972,0,0,0.021,0.007
"9033",0.956,0,0,0.018,0.026
"9034",0.998,0,0,0.001,0.001
"9035",0.849,0,0.005,0,0.146
"9036",0.481,0,0,0.506,0.013
"9037",0.365,0.002,0.185,0.015,0.433
"9038",0.727,0,0,0.272,0.001
"9039",0.878,0,0.001,0.021,0.1
"9040",0.034,0.001,0.023,0.007,0.935
"9041",0.999,0,0,0,0.001
"9042",0.001,0,0,0,0.999
"9043",0.258,0,0.036,0.088,0.618
"9044",0.264,0,0.03,0.584,0.122
"9045",0.972,0,0,0,0.028
"9046",0.987,0,0,0,0.013
"9047",0.429,0,0,0.523,0.048
"9048",0.719,0.001,0.005,0.069,0.206
"9049",0.823,0,0.01,0.078,0.089
"9050",0.044,0,0.094,0.013,0.849
"9051",0.96,0,0,0,0.04
"9052",0.503,0,0.008,0.432,0.057
"9053",0,0.002,0.001,0,0.997
"9054",0.989,0,0,0,0.011
"9055",0.383,0,0,0.611,0.006
"9056",0.36,0,0,0.516,0.124
"9057",0.349,0,0.045,0.137,0.469
"9058",0.868,0.014,0,0.039,0.079
"9059",0,0,0.007,0,0.993
"9060",0.332,0,0.089,0.453,0.126
"9061",0.211,0.001,0.07,0.076,0.642
"9062",0.332,0,0.004,0.568,0.096
"9063",0.989,0,0,0,0.011
"9064",0.908,0,0.001,0.021,0.07
"9065",0.761,0,0.033,0.056,0.15
"9066",0.038,0,0,0,0.962
"9067",0.216,0,0.025,0.108,0.651
"9068",0.006,0,0.002,0.088,0.904
"9069",0.049,0.001,0.155,0.035,0.76
"9070",0.005,0.031,0.703,0.024,0.237
"9071",0.64,0,0,0.36,0
"9072",0.24,0,0.002,0.708,0.05
"9073",0.995,0,0,0.002,0.003
"9074",0.78,0,0.008,0.01,0.202
"9075",0.215,0.003,0.043,0.163,0.576
"9076",0.941,0,0,0,0.059
"9077",0,0,0,0,1
"9078",0.598,0.009,0.008,0,0.385
"9079",0.999,0,0,0,0.001
"9080",0.96,0,0,0,0.04
"9081",0,0,0,0,1
"9082",0.999,0,0,0,0.001
"9083",0.619,0,0,0.333,0.048
"9084",0.955,0,0,0.042,0.003
"9085",0.923,0,0,0.071,0.006
"9086",0.032,0,0.305,0.505,0.158
"9087",0.969,0,0,0.031,0
"9088",0.99,0,0,0,0.01
"9089",0.624,0,0,0.376,0
"9090",0.982,0,0,0,0.018
"9091",0.98,0,0,0,0.02
"9092",0.031,0.001,0.103,0.722,0.143
"9093",0.919,0,0.004,0.05,0.027
"9094",0.84,0,0.004,0.073,0.083
"9095",0.026,0,0.12,0.587,0.267
"9096",1,0,0,0,0
"9097",0.905,0,0,0.016,0.079
"9098",0,0,0.003,0.007,0.99
"9099",0.005,0,0,0,0.995
"9100",0.842,0,0,0,0.158
"9101",0.454,0,0.037,0.003,0.506
"9102",0.238,0,0,0.003,0.759
"9103",0.877,0,0,0,0.123
"9104",0.933,0,0,0.06,0.007
"9105",0.492,0,0,0.505,0.003
"9106",0.302,0,0.021,0.674,0.003
"9107",0,0.001,0.068,0.001,0.93
"9108",0.483,0,0,0.196,0.321
"9109",0.002,0.005,0.028,0.097,0.868
"9110",0.992,0,0.004,0.002,0.002
"9111",0.646,0,0,0.354,0
"9112",0.961,0,0.001,0.011,0.027
"9113",0.927,0,0,0.043,0.03
"9114",0.816,0,0.002,0.08,0.102
"9115",0.948,0,0,0.007,0.045
"9116",0.94,0,0,0.003,0.057
"9117",0.366,0,0.001,0.534,0.099
"9118",0.274,0.003,0.102,0.082,0.539
"9119",0.214,0,0.003,0.001,0.782
"9120",0.269,0,0,0.685,0.046
"9121",0.906,0,0.003,0.044,0.047
"9122",0.988,0,0.004,0.004,0.004
"9123",0,0,0,0,1
"9124",0.079,0.001,0.002,0,0.918
"9125",0.999,0,0,0,0.001
"9126",0.06,0.007,0.058,0.016,0.859
"9127",0.885,0,0,0.102,0.013
"9128",0,0,0,0,1
"9129",0.111,0,0.009,0.833,0.047
"9130",0.048,0.019,0.001,0.071,0.861
"9131",0.005,0,0,0,0.995
"9132",0.917,0,0,0.057,0.026
"9133",0.937,0,0,0,0.063
"9134",0.351,0,0,0.025,0.624
"9135",0.251,0,0.009,0.72,0.02
"9136",0.825,0,0,0.002,0.173
"9137",0,0,0,0,1
"9138",0.31,0,0,0.69,0
"9139",0,0,0.002,0,0.998
"9140",0.743,0.002,0,0.063,0.192
"9141",0.807,0,0,0.153,0.04
"9142",0.003,0,0.293,0.496,0.208
"9143",0,0,0,0,1
"9144",0.002,0.002,0.034,0,0.962
"9145",0.071,0,0.056,0.634,0.239
"9146",0.072,0,0,0.905,0.023
"9147",0.252,0,0.056,0.077,0.615
"9148",0.29,0,0.004,0.156,0.55
"9149",0.079,0.001,0.013,0.524,0.383
"9150",0.005,0.001,0.026,0,0.968
"9151",0.908,0,0,0.092,0
"9152",0.697,0,0,0.013,0.29
"9153",0.904,0,0,0,0.096
"9154",0.001,0.026,0.092,0,0.881
"9155",0.629,0,0,0.003,0.368
"9156",0.024,0.001,0.012,0,0.963
"9157",0,0.004,0.122,0.003,0.871
"9158",0.96,0,0,0,0.04
"9159",0.69,0,0.011,0.02,0.279
"9160",0.97,0,0.002,0.003,0.025
"9161",0,0,0,0,1
"9162",0.993,0,0.001,0.001,0.005
"9163",0.081,0,0.033,0.113,0.773
"9164",0.455,0.003,0.012,0,0.53
"9165",0.128,0.002,0,0.002,0.868
"9166",0,0,0,0,1
"9167",0.408,0,0,0.58,0.012
"9168",0.999,0,0,0,0.001
"9169",0.714,0.009,0.074,0.039,0.164
"9170",0.605,0,0,0.393,0.002
"9171",0.007,0,0,0,0.993
"9172",0.559,0,0.019,0.229,0.193
"9173",0.001,0,0.036,0,0.963
"9174",0.933,0,0,0,0.067
"9175",0.651,0,0,0.049,0.3
"9176",0.386,0,0.003,0.607,0.004
"9177",0,0,0,0,1
"9178",0.016,0,0.227,0.008,0.749
"9179",0.794,0,0.002,0.02,0.184
"9180",0.94,0,0,0.003,0.057
"9181",0.915,0.001,0.002,0,0.082
"9182",0.324,0,0,0.661,0.015
"9183",0.929,0,0.002,0.043,0.026
"9184",0.047,0,0,0.058,0.895
"9185",0.646,0,0.051,0.285,0.018
"9186",0.852,0,0,0,0.148
"9187",0.991,0,0,0,0.009
"9188",0.238,0,0,0.003,0.759
"9189",0.009,0.002,0.364,0.074,0.551
"9190",0.999,0,0,0,0.001
"9191",0.844,0,0.001,0.006,0.149
"9192",0.007,0.001,0.217,0.004,0.771
"9193",0.915,0,0,0.082,0.003
"9194",0.893,0,0.002,0.01,0.095
"9195",0,0,0,0,1
"9196",0.312,0,0,0.649,0.039
"9197",0.324,0,0,0.065,0.611
"9198",1,0,0,0,0
"9199",0.986,0,0,0.006,0.008
"9200",0.949,0,0,0.028,0.023
"9201",0.156,0,0.064,0.035,0.745
"9202",0.863,0,0.008,0.076,0.053
"9203",0.004,0.018,0.093,0.013,0.872
"9204",0.499,0.002,0.036,0.393,0.07
"9205",0.016,0,0.021,0.602,0.361
"9206",0.159,0,0,0.023,0.818
"9207",0.873,0,0.001,0.054,0.072
"9208",0.056,0.007,0.091,0.001,0.845
"9209",0.318,0,0,0.682,0
"9210",0,0,0.001,0,0.999
"9211",0.926,0,0,0.067,0.007
"9212",0.917,0,0,0.079,0.004
"9213",0.001,0,0,0,0.999
"9214",0.543,0,0.002,0.01,0.445
"9215",0.106,0.088,0.048,0.014,0.744
"9216",0.575,0,0.001,0.398,0.026
"9217",0.997,0,0,0.002,0.001
"9218",0.039,0,0,0,0.961
"9219",0.865,0,0,0,0.135
"9220",0.236,0,0.01,0.717,0.037
"9221",0.003,0,0.053,0.798,0.146
"9222",0.007,0.01,0.138,0.008,0.837
"9223",0.991,0,0,0,0.009
"9224",0.015,0,0.113,0.525,0.347
"9225",0.139,0.002,0.289,0.044,0.526
"9226",0.06,0,0.015,0.171,0.754
"9227",0.123,0,0.019,0.739,0.119
"9228",0.555,0,0.002,0.009,0.434
"9229",0.935,0,0,0,0.065
"9230",0,0,0.057,0,0.943
"9231",0.011,0.003,0.236,0.005,0.745
"9232",0.001,0,0.041,0,0.958
"9233",0.439,0,0,0.551,0.01
"9234",0.798,0,0,0.006,0.196
"9235",0.096,0,0.021,0.288,0.595
"9236",0.165,0,0.003,0.799,0.033
"9237",0.551,0,0.002,0.016,0.431
"9238",0.238,0,0,0.762,0
"9239",0.036,0,0,0,0.964
"9240",0.01,0,0.141,0.04,0.809
"9241",0.065,0,0,0.047,0.888
"9242",0.929,0.001,0.006,0.001,0.063
"9243",0.894,0.001,0.001,0.034,0.07
"9244",0.987,0,0,0,0.013
"9245",0,0,0,0,1
"9246",0.962,0,0,0.001,0.037
"9247",0.47,0,0.001,0.467,0.062
"9248",0.139,0,0.003,0.813,0.045
"9249",0.437,0,0,0.537,0.026
"9250",0.928,0,0.004,0.014,0.054
"9251",0,0,0,0,1
"9252",0.999,0,0,0,0.001
"9253",0.176,0,0.001,0.034,0.789
"9254",0,0,0,0,1
"9255",0.978,0,0,0,0.022
"9256",0.01,0.019,0.057,0.126,0.788
"9257",0.852,0,0,0,0.148
"9258",0.902,0,0,0.097,0.001
"9259",0,0,0,0,1
"9260",0.001,0,0,0,0.999
"9261",0.637,0,0.002,0.328,0.033
"9262",0.149,0.005,0.234,0.382,0.23
"9263",0.928,0,0,0.014,0.058
"9264",0.998,0,0.001,0,0.001
"9265",0.937,0,0,0.003,0.06
"9266",0.984,0,0,0.014,0.002
"9267",0.003,0,0.003,0,0.994
"9268",0.091,0,0.021,0.349,0.539
"9269",0.845,0,0,0.005,0.15
"9270",0.862,0,0,0.13,0.008
"9271",0.946,0,0,0,0.054
"9272",0,0,0,0,1
"9273",0,0,0.004,0,0.996
"9274",0.985,0,0,0.006,0.009
"9275",0.93,0,0,0.012,0.058
"9276",0.999,0,0,0,0.001
"9277",0.421,0,0.007,0.558,0.014
"9278",0.973,0,0.001,0.023,0.003
"9279",0.184,0,0,0.011,0.805
"9280",0.933,0,0,0.047,0.02
"9281",0.891,0,0,0,0.109
"9282",0.124,0,0.001,0.855,0.02
"9283",0.78,0,0,0.001,0.219
"9284",0.123,0,0.006,0.784,0.087
"9285",0.544,0,0.001,0.026,0.429
"9286",0.103,0.002,0.024,0.167,0.704
"9287",0.933,0,0,0,0.067
"9288",0.315,0,0.002,0.668,0.015
"9289",0.001,0.004,0.012,0.144,0.839
"9290",0.36,0,0,0.612,0.028
"9291",0.356,0,0.031,0.531,0.082
"9292",0.102,0,0.026,0.844,0.028
"9293",0.966,0,0,0.014,0.02
"9294",0.222,0,0.012,0.706,0.06
"9295",0.998,0,0,0,0.002
"9296",0.982,0,0,0,0.018
"9297",0,0,0,0,1
"9298",0.968,0,0,0.01,0.022
"9299",0.001,0.004,0.593,0.106,0.296
"9300",0.001,0,0.03,0,0.969
"9301",0.999,0,0,0,0.001
"9302",0.13,0,0.001,0.816,0.053
"9303",0.159,0,0,0.023,0.818
"9304",0.849,0,0.001,0.034,0.116
"9305",0.013,0.004,0.023,0.003,0.957
"9306",0,0.002,0,0,0.998
"9307",0.86,0,0,0.136,0.004
"9308",0.77,0,0,0.225,0.005
"9309",0.353,0,0,0.599,0.048
"9310",0,0,0,0,1
"9311",0.5,0,0.006,0.074,0.42
"9312",0.038,0,0,0,0.962
"9313",0.002,0,0.359,0.035,0.604
"9314",0.505,0,0.001,0.488,0.006
"9315",0.93,0,0.001,0.051,0.018
"9316",0.004,0,0,0,0.996
"9317",0.569,0,0,0.413,0.018
"9318",0.001,0.005,0.002,0,0.992
"9319",0.54,0.003,0.003,0.013,0.441
"9320",0.951,0,0,0,0.049
"9321",0.979,0,0,0.017,0.004
"9322",0.512,0,0,0.486,0.002
"9323",0.854,0.001,0.022,0.082,0.041
"9324",0.02,0.013,0.109,0.36,0.498
"9325",0.997,0,0,0,0.003
"9326",0.137,0,0,0.851,0.012
"9327",0.889,0,0,0.015,0.096
"9328",0.728,0,0,0.05,0.222
"9329",0.319,0,0.001,0.62,0.06
"9330",0.783,0,0,0.211,0.006
"9331",0.74,0,0.016,0.066,0.178
"9332",0.045,0,0.01,0.195,0.75
"9333",0,0,0,0,1
"9334",0.765,0.004,0.005,0.113,0.113
"9335",0.826,0,0,0.036,0.138
"9336",0.973,0,0,0.023,0.004
"9337",0.734,0,0.001,0.233,0.032
"9338",0.792,0,0,0.002,0.206
"9339",0.045,0.001,0.091,0.01,0.853
"9340",0.93,0,0,0.039,0.031
"9341",0.179,0,0.062,0.341,0.418
"9342",1,0,0,0,0
"9343",0.999,0,0,0,0.001
"9344",0.843,0,0,0.154,0.003
"9345",0.999,0,0,0,0.001
"9346",0.045,0,0,0,0.955
"9347",0.468,0,0.002,0.472,0.058
"9348",0.001,0,0,0,0.999
"9349",0.17,0,0.021,0.795,0.014
"9350",0.005,0.011,0.017,0.042,0.925
"9351",0.645,0,0.001,0.126,0.228
"9352",0.055,0,0.001,0,0.944
"9353",1,0,0,0,0
"9354",0.267,0,0,0.731,0.002
"9355",0.988,0,0,0.009,0.003
"9356",0.111,0.068,0.037,0.237,0.547
"9357",0.909,0,0.001,0.03,0.06
"9358",0.868,0,0.002,0.014,0.116
"9359",0.017,0.001,0.034,0.035,0.913
"9360",0.001,0,0,0,0.999
"9361",0.017,0,0.442,0.08,0.461
"9362",0.259,0,0.007,0.627,0.107
"9363",0.321,0.012,0.087,0.005,0.575
"9364",0.959,0,0,0,0.041
"9365",0.676,0,0.053,0.22,0.051
"9366",0.546,0,0.031,0.048,0.375
"9367",0.034,0.002,0.049,0,0.915
"9368",0.555,0,0.112,0.219,0.114
"9369",0.943,0,0,0.019,0.038
"9370",0.014,0.004,0.35,0.034,0.598
"9371",0.106,0,0.008,0.49,0.396
"9372",0.002,0.005,0.468,0.026,0.499
"9373",0.983,0,0,0,0.017
"9374",0,0,0.001,0,0.999
"9375",0.947,0,0.005,0.035,0.013
"9376",0.373,0,0.045,0.522,0.06
"9377",0.605,0,0.001,0.068,0.326
"9378",0.075,0.001,0.051,0.24,0.633
